20, 5.350055, 12.520000, 0.000160, 0.016000, 0.800000, 40.000000, 0.000003, 
20, 5.350728, 12.520000, 0.000833, 0.033630, 0.881498, 4.074890, 0.000036, 
20, 5.352241, 12.520000, 0.002346, 0.075667, 2.101840, 61.017086, 0.000111, 
20, 5.354932, 12.520001, 0.005036, 0.134516, 2.942484, 42.032217, 0.000244, 
20, 5.359135, 12.520002, 0.009240, 0.210176, 3.782988, 42.025191, 0.000451, 
20, 5.365188, 12.520006, 0.015293, 0.302641, 4.623261, 42.013686, 0.000750, 
20, 5.373426, 12.520014, 0.023531, 0.411905, 5.463193, 41.996554, 0.001157, 
20, 5.384185, 12.520029, 0.034290, 0.537958, 6.302646, 41.972662, 0.001686, 
20, 5.397801, 12.520056, 0.047906, 0.680787, 7.141462, 41.940838, 0.002355, 
20, 5.414608, 12.520103, 0.064713, 0.840377, 7.979460, 41.899894, 0.003179, 
20, 5.434942, 12.520178, 0.085047, 1.016705, 8.816433, 41.848622, 0.004173, 
20, 5.459137, 12.520293, 0.109242, 1.209748, 9.652148, 41.785767, 0.005352, 
20, 5.487526, 12.520464, 0.137632, 1.419475, 10.486349, 41.710038, 0.006729, 
20, 5.520442, 12.520712, 0.170549, 1.645850, 11.318751, 41.620102, 0.008318, 
20, 5.558217, 12.521061, 0.208325, 1.888831, 12.149042, 41.514568, 0.010131, 
20, 5.601014, 12.521538, 0.251125, 2.139978, 12.557352, 20.415484, 0.012171, 
20, 5.648827, 12.522174, 0.298942, 2.390861, 12.544131, -0.661038, 0.014434, 
20, 5.701649, 12.523002, 0.351771, 2.641446, 12.529273, -0.742936, 0.016912, 
20, 5.759474, 12.524058, 0.409605, 2.891701, 12.512753, -0.825991, 0.019600, 
20, 5.822292, 12.525380, 0.472437, 3.141592, 12.494548, -0.910220, 0.022489, 
20, 5.890094, 12.527010, 0.540259, 3.391085, 12.474636, -0.995607, 0.025573, 
20, 5.962870, 12.528991, 0.613062, 3.640145, 12.452994, -1.082106, 0.028841, 
20, 6.040608, 12.531368, 0.690836, 3.888737, 12.429601, -1.169645, 0.032285, 
20, 6.123297, 12.534188, 0.773573, 4.136826, 12.404439, -1.258122, 0.035894, 
20, 6.210921, 12.537500, 0.861260, 4.384375, 12.377491, -1.347406, 0.039656, 
20, 6.303302, 12.541347, 0.953720, 4.623009, 11.931671, -22.291001, 0.043555, 
20, 6.400089, 12.545760, 1.050608, 4.844383, 11.068712, -43.147909, 0.047562, 
20, 6.500935, 12.550767, 1.151579, 5.048523, 10.206981, -43.086546, 0.051655, 
20, 6.605493, 12.556392, 1.256288, 5.235459, 9.346820, -43.008059, 0.055807, 
20, 6.713416, 12.562648, 1.364392, 5.405230, 8.488553, -42.913373, 0.059996, 
20, 6.824360, 12.569547, 1.475550, 5.557880, 7.632483, -42.803510, 0.064197, 
20, 6.937979, 12.577092, 1.589419, 5.693458, 6.778891, -42.679593, 0.068390, 
20, 7.053930, 12.585278, 1.705659, 5.812018, 5.928034, -42.542832, 0.072554, 
20, 7.171874, 12.594095, 1.823932, 5.913621, 5.080144, -42.394521, 0.076669, 
20, 7.291469, 12.603527, 1.943899, 5.998330, 4.235423, -42.236024, 0.080717, 
20, 7.412378, 12.613551, 2.065223, 6.066211, 3.394048, -42.068756, 0.084680, 
20, 7.534266, 12.624135, 2.187569, 6.117334, 2.556165, -41.894176, 0.088544, 
20, 7.656799, 12.635246, 2.310605, 6.151772, 1.721889, -41.713762, 0.092295, 
20, 7.779645, 12.646843, 2.433997, 6.169598, 0.891309, -41.529004, 0.095919, 
20, 7.902474, 12.658878, 2.557415, 6.170888, 0.064482, -41.341386, 0.099407, 
20, 8.025124, 12.671320, 2.680693, 6.163930, -0.347869, -20.617548, 0.102752, 
20, 8.147593, 12.684148, 2.803833, 6.156969, -0.348059, -0.009490, 0.105956, 
20, 8.269883, 12.697345, 2.926833, 6.150005, -0.348183, -0.006169, 0.109017, 
20, 8.391995, 12.710892, 3.049693, 6.143040, -0.348247, -0.003226, 0.111936, 
20, 8.513929, 12.724771, 3.172415, 6.136075, -0.348260, -0.000648, 0.114714, 
20, 8.635687, 12.738964, 3.294997, 6.129111, -0.348228, 0.001583, 0.117348, 
20, 8.757269, 12.753452, 3.417440, 6.122147, -0.348159, 0.003484, 0.119841, 
20, 8.878678, 12.768218, 3.539744, 6.115186, -0.348057, 0.005071, 0.122192, 
20, 8.999915, 12.783244, 3.661908, 6.108228, -0.347930, 0.006362, 0.124401, 
20, 9.120982, 12.798511, 3.783934, 6.101272, -0.347783, 0.007373, 0.126468, 
