dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.500035,3.025000,0.000150,0.015000,0.750000,37.500000,0.000000
0.020000,1.500635,3.025000,0.000750,0.030000,0.750000,-0.000000,0.000000
0.020000,1.501985,3.025000,0.002100,0.067500,1.875000,56.250000,0.000000
0.020000,1.504385,3.025000,0.004500,0.120000,2.625000,37.500000,0.000000
0.020000,1.508135,3.025000,0.008250,0.187500,3.375000,37.500000,0.000000
0.020000,1.513535,3.025000,0.013650,0.270000,4.125000,37.500000,0.000000
0.020000,1.520885,3.025000,0.021000,0.367500,4.875000,37.500000,0.000000
0.020000,1.530485,3.025000,0.030600,0.480000,5.625000,37.500000,0.000000
0.020000,1.542485,3.025000,0.042600,0.600000,6.000000,18.750000,0.000000
0.020000,1.556885,3.025000,0.057000,0.720000,6.000000,0.000000,0.000000
0.020000,1.573685,3.025000,0.073800,0.840000,6.000000,0.000000,0.000000
0.020000,1.592885,3.025000,0.093000,0.960000,6.000000,-0.000000,0.000000
0.020000,1.614485,3.025000,0.114600,1.080000,6.000000,0.000000,0.000000
0.020000,1.638485,3.025000,0.138600,1.200000,6.000000,-0.000000,0.000000
0.020000,1.664885,3.025000,0.165000,1.320000,6.000000,0.000000,0.000000
0.020000,1.693685,3.025000,0.193800,1.440000,6.000000,-0.000000,0.000000
0.020000,1.724885,3.025000,0.225000,1.560000,6.000000,0.000000,0.000000
0.020000,1.758485,3.025000,0.258600,1.680000,6.000000,-0.000000,0.000000
0.020000,1.794485,3.025000,0.294600,1.800000,6.000000,0.000000,0.000000
0.020000,1.832885,3.025000,0.333000,1.920000,6.000000,-0.000000,0.000000
0.020000,1.873685,3.025000,0.373800,2.040000,6.000000,-0.000000,0.000000
0.020000,1.916885,3.025000,0.417000,2.160000,6.000000,-0.000000,0.000000
0.020000,1.962485,3.025000,0.462600,2.280000,6.000000,0.000000,0.000000
0.020000,2.010485,3.025000,0.510600,2.400000,6.000000,-0.000000,0.000000
0.020000,2.060885,3.025000,0.561000,2.520000,6.000000,0.000000,0.000000
0.020000,2.113685,3.025000,0.613800,2.640000,6.000000,0.000000,0.000000
0.020000,2.168885,3.025000,0.669000,2.760000,6.000000,-0.000000,0.000000
0.020000,2.226485,3.025000,0.726600,2.880000,6.000000,0.000000,0.000000
0.020000,2.286485,3.025000,0.786600,3.000000,6.000000,0.000000,0.000000
0.020000,2.348885,3.025000,0.849000,3.120000,6.000000,-0.000000,0.000000
0.020000,2.413685,3.025000,0.913800,3.240000,6.000000,0.000000,0.000000
0.020000,2.480885,3.025000,0.981000,3.360000,6.000000,-0.000000,0.000000
0.020000,2.550485,3.025000,1.050600,3.480000,6.000000,0.000000,0.000000
0.020000,2.622485,3.025000,1.122600,3.600000,6.000000,0.000000,0.000000
0.020000,2.696885,3.025000,1.197000,3.720000,6.000000,-0.000000,0.000000
0.020000,2.773685,3.025000,1.273800,3.840000,6.000000,0.000000,0.000000
0.020000,2.852885,3.025000,1.353000,3.960000,6.000000,0.000000,0.000000
0.020000,2.934485,3.025000,1.434600,4.080000,6.000000,-0.000000,0.000000
0.020000,3.018485,3.025000,1.518600,4.200000,6.000000,-0.000000,0.000000
0.020000,3.104885,3.025000,1.605000,4.320000,6.000000,0.000000,0.000000
0.020000,3.193685,3.025000,1.693800,4.440000,6.000000,0.000000,0.000000
0.020000,3.284885,3.025000,1.785000,4.560000,6.000000,0.000000,0.000000
0.020000,3.378485,3.025000,1.878600,4.680000,6.000000,-0.000000,0.000000
0.020000,3.474485,3.025000,1.974600,4.800000,6.000000,0.000000,0.000000
0.020000,3.572885,3.025000,2.073000,4.920000,6.000000,0.000000,0.000000
0.020000,3.673685,3.025000,2.173800,5.040000,6.000000,-0.000000,0.000000
0.020000,3.776885,3.025000,2.277000,5.160000,6.000000,0.000000,0.000000
0.020000,3.882485,3.025000,2.382600,5.280000,6.000000,-0.000000,0.000000
0.020000,3.990485,3.025000,2.490600,5.400000,6.000000,0.000000,0.000000
0.020000,4.100885,3.025000,2.601000,5.520000,6.000000,-0.000000,0.000000
0.020000,4.213685,3.025000,2.713800,5.640000,6.000000,0.000000,0.000000
0.020000,4.328885,3.025000,2.829000,5.760000,6.000000,0.000000,0.000000
0.020000,4.446485,3.025000,2.946600,5.880000,6.000000,-0.000000,0.000000
0.020000,4.566485,3.025000,3.066600,6.000000,6.000000,0.000000,0.000000
0.020000,4.688885,3.025000,3.189000,6.120000,6.000000,-0.000000,0.000000
0.020000,4.813685,3.025000,3.313800,6.240000,6.000000,0.000000,0.000000
0.020000,4.940885,3.025000,3.441000,6.360000,6.000000,-0.000000,0.000000
0.020000,5.070485,3.025000,3.570600,6.480000,6.000000,0.000000,0.000000
0.020000,5.202485,3.025000,3.702600,6.600000,6.000000,0.000000,0.000000
0.020000,5.336885,3.025000,3.837000,6.720000,6.000000,0.000000,0.000000
0.020000,5.473685,3.025000,3.973800,6.840000,6.000000,-0.000000,0.000000
0.020000,5.612885,3.025000,4.113000,6.960000,6.000000,0.000000,0.000000
0.020000,5.754485,3.025000,4.254600,7.080000,6.000000,-0.000000,0.000000
0.020000,5.898485,3.025000,4.398600,7.200000,6.000000,0.000000,0.000000
0.020000,6.044885,3.025000,4.545000,7.320000,6.000000,-0.000000,0.000000
0.020000,6.193685,3.025000,4.693800,7.440000,6.000000,0.000000,0.000000
0.020000,6.344885,3.025000,4.845000,7.560000,6.000000,0.000000,0.000000
0.020000,6.498485,3.025000,4.998600,7.680000,6.000000,-0.000000,0.000000
0.020000,6.654485,3.025000,5.154600,7.800000,6.000000,0.000000,0.000000
0.020000,6.812885,3.025000,5.313000,7.920000,6.000000,0.000000,0.000000
0.020000,6.973685,3.025000,5.473800,8.040000,6.000000,-0.000000,0.000000
0.020000,7.136885,3.025000,5.637000,8.160000,6.000000,-0.000000,0.000000
0.020000,7.302485,3.025000,5.802600,8.280000,6.000000,0.000000,0.000000
0.020000,7.470485,3.025000,5.970600,8.400000,6.000000,0.000000,0.000000
0.020000,7.640885,3.025000,6.141000,8.520000,6.000000,-0.000000,0.000000
0.020000,7.813535,3.025000,6.313650,8.632500,5.625000,-18.750000,0.000000
0.020000,7.988135,3.025000,6.488250,8.730000,4.875000,-37.500000,0.000000
0.020000,8.164385,3.025000,6.664500,8.812500,4.125000,-37.500000,0.000000
0.020000,8.341985,3.025000,6.842100,8.880000,3.375000,-37.500000,0.000000
0.020000,8.520635,3.025000,7.020750,8.932500,2.625000,-37.500000,0.000000
0.020000,8.700035,3.025000,7.200150,8.970000,1.875000,-37.500000,0.000000
0.020000,8.879885,3.025000,7.380000,8.992500,1.125000,-37.500000,0.000000
0.020000,9.059885,3.025000,7.560000,9.000000,0.375000,-37.500000,0.000000
0.020000,9.239885,3.025000,7.740000,9.000000,0.000000,-18.750000,0.000000
0.020000,9.419885,3.025000,7.920000,9.000000,-0.000000,-0.000000,0.000000
0.020000,9.599885,3.025000,8.100000,9.000000,0.000000,0.000000,0.000000
0.020000,9.779885,3.025000,8.280000,9.000000,0.000000,0.000000,0.000000
0.020000,9.959885,3.025000,8.460000,9.000000,-0.000000,-0.000000,0.000000
0.020000,10.139885,3.025000,8.640000,9.000000,0.000000,0.000000,0.000000
0.020000,10.319885,3.025000,8.820000,9.000000,0.000000,0.000000,0.000000
0.020000,10.499885,3.025000,9.000000,9.000000,0.000000,0.000000,0.000000
0.020000,10.679885,3.025000,9.180000,9.000000,0.000000,0.000000,0.000000
0.020000,10.859885,3.025000,9.360000,9.000000,-0.000000,-0.000000,0.000000
0.020000,11.039885,3.025000,9.540000,9.000000,-0.000000,0.000000,0.000000
0.020000,11.219885,3.025000,9.720000,9.000000,0.000000,0.000000,0.000000
0.020000,11.399885,3.025000,9.900000,9.000000,-0.000000,-0.000000,0.000000
0.020000,11.579885,3.025000,10.080000,9.000000,0.000000,0.000000,0.000000
0.020000,11.759885,3.025000,10.260000,9.000000,0.000000,0.000000,0.000000
0.020000,11.939885,3.025000,10.440000,9.000000,-0.000000,-0.000000,0.000000
0.020000,12.119885,3.025000,10.620000,9.000000,0.000000,0.000000,0.000000
0.020000,12.299885,3.025000,10.800000,9.000000,-0.000000,-0.000000,0.000000
0.020000,12.479885,3.025000,10.980000,9.000000,0.000000,0.000000,0.000000
0.020000,12.659885,3.025000,11.160000,9.000000,0.000000,0.000000,0.000000
0.020000,12.839885,3.025000,11.340000,9.000000,0.000000,0.000000,0.000000
0.020000,13.020003,3.025002,11.520118,9.005875,0.293761,14.688026,0.000227
0.020000,13.202149,3.025241,11.702264,9.107324,5.072420,238.932965,0.002429
0.020000,13.384531,3.025903,11.884647,9.119153,0.591454,-224.048303,0.004873
0.020000,13.567148,3.027034,12.067268,9.131036,0.594166,0.135588,0.007561
0.020000,13.750000,3.028681,12.250127,9.142978,0.597092,0.146301,0.010494
0.020000,13.933086,3.030890,12.433227,9.154982,0.600216,0.156242,0.013673
0.020000,14.116406,3.033707,12.616568,9.167053,0.603523,0.165316,0.017100
0.020000,14.299957,3.037180,12.800152,9.179192,0.606991,0.173425,0.020776
0.020000,14.483737,3.041356,12.983980,9.191404,0.610601,0.180467,0.024702
0.020000,14.667745,3.046283,13.168054,9.203691,0.614327,0.186331,0.028880
0.020000,14.851977,3.052010,13.352375,9.216054,0.618145,0.190896,0.033313
0.020000,15.036430,3.058586,13.536945,9.228494,0.622026,0.194048,0.038000
0.020000,15.221099,3.066060,13.721765,9.241013,0.625939,0.195648,0.042944
0.020000,15.405980,3.074482,13.906837,9.253610,0.629850,0.195564,0.048146
0.020000,15.591066,3.083903,14.092163,9.266285,0.633723,0.193658,0.053609
0.020000,15.776351,3.094374,14.277744,9.279035,0.637519,0.189775,0.059333
0.020000,15.961827,3.105945,14.463581,9.291859,0.641194,0.183772,0.065320
0.020000,16.147371,3.118660,14.649559,9.298920,0.353064,-14.406541,0.071568
0.020000,16.332699,3.132548,14.835407,9.292412,-0.325413,-33.923854,0.078067
0.020000,16.517492,3.147626,15.020814,9.270321,-1.104554,-38.957041,0.084806
0.020000,16.701424,3.163903,15.205465,9.232554,-1.888363,-39.190454,0.091771
0.020000,16.884170,3.181379,15.389045,9.179016,-2.676875,-39.425574,0.098946
0.020000,17.065404,3.200041,15.571238,9.109614,-3.470090,-39.660740,0.106313
0.020000,17.244797,3.219865,15.751723,9.024255,-4.267973,-39.894152,0.113853
