Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
50, 12.893158, 22.443816, 9.396127, 4.077163, -0.173608, -5.064431, 0.801366, 
50, 13.034856, 22.588875, 9.598909, 4.055639, -0.430474, -5.137328, 0.792700, 
50, 13.176655, 22.731409, 9.799963, 4.021081, -0.691173, -5.213991, 0.783099, 
50, 13.318175, 22.870834, 9.998627, 3.973287, -0.955880, -5.294126, 0.772623, 
50, 13.459000, 23.006587, 10.194230, 3.912050, -1.224733, -5.377064, 0.761344, 
50, 13.598669, 23.138125, 10.386088, 3.837159, -1.497819, -5.461728, 0.749350, 
50, 13.736678, 23.264931, 10.573508, 3.748402, -1.775151, -5.546627, 0.736743, 
50, 13.872475, 23.386522, 10.755786, 3.645569, -2.056645, -5.629892, 0.723638, 
50, 14.005464, 23.502450, 10.932210, 3.528464, -2.342113, -5.709353, 0.710162, 
50, 14.134999, 23.612304, 11.102055, 3.396901, -2.631246, -5.782659, 0.696458, 
50, 14.260505, 23.715807, 11.264734, 3.253591, -2.866211, -4.699312, 0.682664, 
50, 14.381631, 23.812925, 11.419987, 3.105054, -2.970733, -2.090440, 0.668896, 
50, 14.498162, 23.903761, 11.567739, 2.955047, -3.000145, -0.588229, 0.655252, 
50, 14.609879, 23.988438, 11.707921, 2.803627, -3.028403, -0.565166, 0.641826, 
50, 14.716562, 24.067092, 11.840464, 2.650860, -3.055325, -0.538430, 0.628708, 
50, 14.817995, 24.139870, 11.965305, 2.496823, -3.080747, -0.508455, 0.615983, 
50, 14.913967, 24.206930, 12.082385, 2.341596, -3.104538, -0.475808, 0.603731, 
50, 15.004275, 24.268435, 12.191648, 2.185266, -3.126595, -0.441142, 0.592023, 
50, 15.088727, 24.324552, 12.293044, 2.027924, -3.146852, -0.405145, 0.580929, 
50, 15.167140, 24.375449, 12.386527, 1.869660, -3.165277, -0.368503, 0.570509, 
50, 15.239345, 24.421291, 12.472055, 1.710566, -3.181870, -0.331852, 0.560819, 
50, 15.305187, 24.462239, 12.549592, 1.550734, -3.196658, -0.295756, 0.551908, 
50, 15.364525, 24.498446, 12.619105, 1.390249, -3.209692, -0.260679, 0.543820, 
50, 15.417233, 24.530056, 12.680564, 1.229197, -3.221040, -0.226973, 0.536592, 
50, 15.463200, 24.557201, 12.733947, 1.067658, -3.230784, -0.194871, 0.530257, 
50, 15.502456, 24.580072, 12.779380, 0.908656, -3.180030, 1.015069, 0.524824, 
50, 15.535344, 24.599014, 12.817333, 0.759057, -2.991975, 3.761100, 0.520258, 
50, 15.562392, 24.614443, 12.848472, 0.622782, -2.725510, 5.329309, 0.516492, 
50, 15.584145, 24.626753, 12.873467, 0.499903, -2.457572, 5.358763, 0.513457, 
50, 15.601163, 24.636323, 12.892991, 0.390480, -2.188473, 5.381983, 0.511079, 
50, 15.614015, 24.643515, 12.907719, 0.294556, -1.918477, 5.399921, 0.509281, 
50, 15.623281, 24.648681, 12.918327, 0.212166, -1.647805, 5.413424, 0.507983, 
50, 15.629544, 24.652164, 12.925494, 0.143333, -1.376644, 5.423236, 0.507106, 
50, 15.633394, 24.654302, 12.929898, 0.088076, -1.105142, 5.430025, 0.506566, 
50, 15.635423, 24.655427, 12.932218, 0.046405, -0.833423, 5.434395, 0.506281, 
50, 15.636225, 24.655872, 12.933134, 0.018326, -0.561577, 5.436911, 0.506169, 
50, 15.636393, 24.655965, 12.933327, 0.003843, -0.289672, 5.438104, 0.506145, 
50, 15.636393, 24.655965, 12.933327, 0.000000, -0.076855, 4.256327, 0.506145, 
