Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
20, 14.330468, 13.548167, 9.035014, 3.861780, -0.186417, -1.633597, 6.206598, 
20, 14.407321, 13.542380, 9.112085, 3.853543, -0.411853, -11.271789, 6.209464, 
20, 14.483873, 13.536838, 9.188838, 3.837613, -0.796463, -19.230513, 6.212382, 
20, 14.559970, 13.531554, 9.265118, 3.814016, -1.179838, -19.168743, 6.215345, 
20, 14.635459, 13.526539, 9.340773, 3.782777, -1.561996, -19.107907, 6.218347, 
20, 14.710187, 13.521800, 9.415652, 3.743917, -1.942964, -19.048357, 6.221379, 
20, 14.784002, 13.517345, 9.489601, 3.697462, -2.322772, -18.990442, 6.224434, 
20, 14.856752, 13.513177, 9.562470, 3.643433, -2.701463, -18.934507, 6.227502, 
20, 14.928284, 13.509300, 9.634107, 3.581851, -3.079080, -18.880886, 6.230575, 
20, 14.998447, 13.505713, 9.704361, 3.512737, -3.455678, -18.829908, 6.233643, 
20, 15.067090, 13.502414, 9.773084, 3.436111, -3.831316, -18.781891, 6.236696, 
20, 15.134062, 13.499400, 9.840123, 3.351990, -4.206059, -18.737138, 6.239723, 
20, 15.199212, 13.496664, 9.905331, 3.260390, -4.579978, -18.695942, 6.242714, 
20, 15.262391, 13.494198, 9.968558, 3.161327, -4.953149, -18.658576, 6.245659, 
20, 15.323447, 13.491994, 10.029654, 3.054814, -5.325655, -18.625306, 6.248545, 
20, 15.382232, 13.490040, 10.088471, 2.940863, -5.697583, -18.596377, 6.251362, 
20, 15.438595, 13.488322, 10.144861, 2.819482, -6.069023, -18.572014, 6.254097, 
20, 15.492388, 13.486828, 10.198675, 2.690681, -6.440072, -18.552443, 6.256739, 
20, 15.543461, 13.485542, 10.249764, 2.554464, -6.810829, -18.537861, 6.259277, 
20, 15.591666, 13.484447, 10.297981, 2.410836, -7.181399, -18.528458, 6.261697, 
20, 15.636865, 13.483528, 10.343190, 2.260447, -7.519444, -16.902255, 6.263989, 
20, 15.679000, 13.482764, 10.385332, 2.107104, -7.667162, -7.385903, 6.266145, 
20, 15.718074, 13.482138, 10.424411, 1.953955, -7.657441, 0.486052, 6.268161, 
20, 15.754091, 13.481630, 10.460430, 1.800986, -7.648467, 0.448670, 6.270034, 
20, 15.787052, 13.481225, 10.493394, 1.648181, -7.640233, 0.411716, 6.271760, 
20, 15.816974, 13.480907, 10.523318, 1.496174, -7.600344, 1.994459, 6.273336, 
20, 15.843947, 13.480660, 10.550293, 1.348752, -7.371110, 11.461698, 6.274766, 
20, 15.868128, 13.480472, 10.574474, 1.209050, -6.985107, 19.300150, 6.276054, 
20, 15.889668, 13.480331, 10.596015, 1.077048, -6.600083, 19.251203, 6.277206, 
20, 15.908723, 13.480227, 10.615069, 0.952730, -6.215929, 19.207690, 6.278230, 
20, 15.925444, 13.480151, 10.631791, 0.836079, -5.832544, 19.169243, 6.279131, 
20, 15.939986, 13.480098, 10.646332, 0.727082, -5.449834, 19.135517, 6.279917, 
20, 15.952500, 13.480062, 10.658847, 0.625728, -5.067710, 19.106167, 6.280596, 
20, 15.963140, 13.480037, 10.669487, 0.532006, -4.686093, 19.080856, 6.281174, 
20, 15.972058, 13.480021, 10.678405, 0.445908, -4.304908, 19.059271, 6.281659, 
20, 15.979407, 13.480012, 10.685754, 0.367426, -3.924086, 19.041084, 6.282060, 
20, 15.985338, 13.480006, 10.691685, 0.296555, -3.543566, 19.026000, 6.282383, 
20, 15.990004, 13.480003, 10.696351, 0.233289, -3.163292, 19.013709, 6.282638, 
20, 15.993556, 13.480001, 10.699903, 0.177625, -2.783214, 19.003915, 6.282833, 
20, 15.996147, 13.480000, 10.702494, 0.129559, -2.403287, 18.996336, 6.282974, 
20, 15.997929, 13.480000, 10.704276, 0.089090, -2.023473, 18.990673, 6.283072, 
20, 15.999053, 13.480000, 10.705400, 0.056215, -1.643741, 18.986648, 6.283133, 
20, 15.999672, 13.480000, 10.706019, 0.030934, -1.264061, 18.983976, 6.283167, 
20, 15.999937, 13.480000, 10.706284, 0.013245, -0.884413, 18.982375, 6.283182, 
20, 16.000000, 13.480000, 10.706347, 0.003150, -0.504782, 18.981569, 0.000000, 
20, 16.000000, 13.480000, 10.706347, 0.000000, -0.157484, 17.364883, 0.000000, 
