Delta Time, X Point, Y Point, Position, Velocity, Acceleration, Jerk, Heading, 
20, 13.731421, 15.371889, 8.633414, 4.117786, 0.146018, -0.004744, 0.088320, 
20, 13.813523, 15.379058, 8.715828, 4.120704, 0.145907, -0.005531, 0.085857, 
20, 13.895701, 15.386027, 8.798301, 4.123620, 0.145780, -0.006368, 0.083334, 
20, 13.977954, 15.392790, 8.880831, 4.126532, 0.145635, -0.007255, 0.080752, 
20, 14.060282, 15.399344, 8.963420, 4.129442, 0.145471, -0.008193, 0.078110, 
20, 14.142686, 15.405682, 9.046067, 4.132347, 0.145287, -0.009184, 0.075409, 
20, 14.225108, 15.411795, 9.128716, 4.132423, 0.003769, -7.075940, 0.072651, 
20, 14.307409, 15.417669, 9.211226, 4.125520, -0.345146, -17.445747, 0.069840, 
20, 14.389422, 15.423289, 9.293432, 4.110307, -0.760663, -20.775832, 0.066983, 
20, 14.470982, 15.428642, 9.375167, 4.086760, -1.177338, -20.833767, 0.064088, 
20, 14.551920, 15.433718, 9.456264, 4.054857, -1.595151, -20.890654, 0.061160, 
20, 14.632069, 15.438508, 9.536556, 4.014575, -2.014075, -20.946163, 0.058208, 
20, 14.711259, 15.443005, 9.615874, 3.965894, -2.434074, -20.999969, 0.055240, 
20, 14.789322, 15.447205, 9.694050, 3.908792, -2.855109, -21.051753, 0.052265, 
20, 14.866088, 15.451107, 9.770915, 3.843249, -3.277133, -21.101206, 0.049291, 
20, 14.941387, 15.454710, 9.846300, 3.769247, -3.700094, -21.148022, 0.046329, 
20, 15.015048, 15.458017, 9.920035, 3.686769, -4.123932, -21.191911, 0.043387, 
20, 15.086901, 15.461032, 9.991951, 3.595797, -4.548584, -21.232591, 0.040475, 
20, 15.156774, 15.463761, 10.061877, 3.496317, -4.973980, -21.269795, 0.037605, 
20, 15.224496, 15.466214, 10.129644, 3.388316, -5.400045, -21.303268, 0.034787, 
20, 15.289895, 15.468400, 10.195079, 3.271782, -5.826700, -21.332769, 0.032031, 
20, 15.352799, 15.470331, 10.258013, 3.146705, -6.253862, -21.358069, 0.029349, 
20, 15.413037, 15.472021, 10.318275, 3.013076, -6.681441, -21.378955, 0.026751, 
20, 15.470436, 15.473485, 10.375693, 2.870889, -7.109345, -21.395227, 0.024251, 
20, 15.524824, 15.474739, 10.430095, 2.720140, -7.537479, -21.406689, 0.021858, 
20, 15.576030, 15.475801, 10.481312, 2.560825, -7.965742, -21.413166, 0.019584, 
20, 15.623938, 15.476688, 10.529228, 2.395803, -8.251090, -14.267383, 0.017439, 
20, 15.668517, 15.477420, 10.573813, 2.229266, -8.326870, -3.788976, 0.015427, 
20, 15.709764, 15.478018, 10.615064, 2.062551, -8.335716, -0.442300, 0.013552, 
20, 15.747674, 15.478499, 10.652978, 1.895674, -8.343859, -0.407191, 0.011817, 
20, 15.782245, 15.478880, 10.687551, 1.728648, -8.351309, -0.372464, 0.010226, 
20, 15.813531, 15.479178, 10.718838, 1.564350, -8.214919, 6.819483, 0.008779, 
20, 15.841669, 15.479406, 10.746978, 1.406987, -7.868157, 17.338095, 0.007471, 
20, 15.866827, 15.479579, 10.772136, 1.257905, -7.454076, 20.704062, 0.006296, 
20, 15.889169, 15.479708, 10.794478, 1.117123, -7.039121, 20.747770, 0.005249, 
20, 15.908862, 15.479803, 10.814171, 0.984655, -6.623390, 20.786525, 0.004323, 
20, 15.926072, 15.479870, 10.831382, 0.860515, -6.206977, 20.820651, 0.003511, 
20, 15.940966, 15.479917, 10.846276, 0.744716, -5.789967, 20.850476, 0.002807, 
20, 15.953712, 15.479949, 10.859021, 0.637267, -5.372441, 20.876321, 0.002203, 
20, 15.964475, 15.479970, 10.869785, 0.538178, -4.954471, 20.898492, 0.001692, 
20, 15.973424, 15.479983, 10.878734, 0.447455, -4.536125, 20.917291, 0.001267, 
20, 15.980726, 15.479991, 10.886036, 0.365106, -4.117465, 20.933011, 0.000919, 
20, 15.986549, 15.479996, 10.891859, 0.291135, -3.698546, 20.945938, 0.000642, 
20, 15.991060, 15.479998, 10.896370, 0.225547, -3.279419, 20.956361, 0.000427, 
20, 15.994427, 15.479999, 10.899736, 0.168344, -2.860128, 20.964549, 0.000266, 
20, 15.996818, 15.480000, 10.902127, 0.119530, -2.440713, 20.970786, 0.000152, 
20, 15.998400, 15.480000, 10.903709, 0.079106, -2.021206, 20.975333, 0.000076, 
20, 15.999341, 15.480000, 10.904651, 0.047073, -1.601637, 20.978466, 0.000031, 
20, 15.999810, 15.480000, 10.905119, 0.023432, -1.182027, 20.980455, 0.000009, 
20, 15.999973, 15.480000, 10.905283, 0.008184, -0.762396, 20.981558, 0.000001, 
20, 16.000000, 15.480000, 10.905310, 0.001329, -0.342755, 20.982048, 6.283185, 
20, 16.000000, 15.480000, 10.905310, 0.000000, -0.066467, 13.814425, 6.283185, 
