20, 5.149999, 12.520000, 0.000080, 0.008000, 0.400000, 20.000000, 6.283184, 
20, 5.150305, 12.520000, 0.000386, 0.015315, 0.365733, -1.713346, 0.000015, 
20, 5.151060, 12.520000, 0.001142, 0.037768, 1.122655, 37.846115, 0.000051, 
20, 5.152403, 12.520000, 0.002484, 0.067142, 1.468720, 17.303232, 0.000115, 
20, 5.154501, 12.520000, 0.004583, 0.104908, 1.888305, 20.979274, 0.000215, 
20, 5.157523, 12.520001, 0.007604, 0.151065, 2.307836, 20.976542, 0.000359, 
20, 5.161635, 12.520003, 0.011716, 0.205611, 2.727286, 20.972482, 0.000555, 
20, 5.167006, 12.520007, 0.017087, 0.268543, 3.146622, 20.966823, 0.000811, 
20, 5.173803, 12.520014, 0.023884, 0.339859, 3.565808, 20.959295, 0.001135, 
20, 5.182194, 12.520025, 0.032275, 0.419555, 3.984801, 20.949621, 0.001534, 
20, 5.192346, 12.520043, 0.042428, 0.507626, 4.403551, 20.937529, 0.002016, 
20, 5.204428, 12.520071, 0.054509, 0.604067, 4.822006, 20.922739, 0.002589, 
20, 5.218605, 12.520112, 0.068687, 0.708869, 5.240105, 20.904955, 0.003260, 
20, 5.235045, 12.520172, 0.085127, 0.822024, 5.657783, 20.883901, 0.004036, 
20, 5.253916, 12.520257, 0.103998, 0.943524, 6.074969, 20.859264, 0.004924, 
20, 5.275382, 12.520373, 0.125465, 1.073355, 6.491583, 20.830747, 0.005931, 
20, 5.299612, 12.520530, 0.149695, 1.211506, 6.907544, 20.798032, 0.007064, 
20, 5.326770, 12.520740, 0.176854, 1.357961, 7.322760, 20.760793, 0.008329, 
20, 5.357023, 12.521013, 0.207108, 1.512704, 7.737134, 20.718705, 0.009731, 
20, 5.390536, 12.521365, 0.240622, 1.675715, 8.150562, 20.671419, 0.011276, 
20, 5.427389, 12.521811, 0.277478, 1.842786, 8.353557, 10.149706, 0.012965, 
20, 5.467579, 12.522369, 0.317672, 2.009713, 8.346326, -0.361531, 0.014796, 
20, 5.511103, 12.523056, 0.361202, 2.176481, 8.338403, -0.396137, 0.016765, 
20, 5.557957, 12.523891, 0.408064, 2.343077, 8.329781, -0.431125, 0.018869, 
20, 5.608137, 12.524894, 0.458253, 2.509486, 8.320451, -0.466495, 0.021103, 
20, 5.661554, 12.526085, 0.511683, 2.671514, 8.101411, -10.951967, 0.023461, 
20, 5.718036, 12.527480, 0.568183, 2.824976, 7.673124, -21.414391, 0.025930, 
20, 5.777412, 12.529097, 0.627581, 2.969875, 7.244933, -21.409524, 0.028499, 
20, 5.839509, 12.530950, 0.689705, 3.106214, 6.816941, -21.399611, 0.031156, 
20, 5.904154, 12.533053, 0.754385, 3.233999, 6.389244, -21.384835, 0.033891, 
20, 5.971177, 12.535419, 0.821450, 3.353237, 5.961937, -21.365378, 0.036691, 
20, 6.040406, 12.538060, 0.890728, 3.463940, 5.535108, -21.341445, 0.039547, 
20, 6.111668, 12.540983, 0.962051, 3.566116, 5.108843, -21.313240, 0.042448, 
20, 6.184793, 12.544197, 1.035246, 3.659781, 4.683223, -21.280991, 0.045382, 
20, 6.259610, 12.547706, 1.110145, 3.744947, 4.258325, -21.244930, 0.048340, 
20, 6.335948, 12.551513, 1.186578, 3.821632, 3.834218, -21.205312, 0.051312, 
20, 6.413636, 12.555619, 1.264375, 3.889851, 3.410970, -21.162398, 0.054289, 
20, 6.492506, 12.560023, 1.343367, 3.949624, 2.988641, -21.116466, 0.057261, 
20, 6.572387, 12.564721, 1.423387, 4.000970, 2.567285, -21.067804, 0.060219, 
20, 6.653112, 12.569707, 1.504265, 4.043909, 2.146951, -21.016713, 0.063156, 
20, 6.734511, 12.574974, 1.585834, 4.078462, 1.727681, -20.963500, 0.066064, 
20, 6.816417, 12.580512, 1.667927, 4.104653, 1.309511, -20.908483, 0.068934, 
