20, 0.000118, 0.011765, 
20, 0.000481, 0.018146, 
20, 0.001338, 0.042892, 
20, 0.002863, 0.076248, 
20, 0.005246, 0.119124, 
20, 0.008676, 0.171509, 
20, 0.013344, 0.233387, 
20, 0.019439, 0.304737, 
20, 0.027149, 0.385527, 
20, 0.036663, 0.475721, 
20, 0.048169, 0.575273, 
20, 0.061851, 0.684125, 
20, 0.077896, 0.802214, 
20, 0.096485, 0.929464, 
20, 0.117801, 1.065790, 
20, 0.142023, 1.211099, 
20, 0.169329, 1.365290, 
20, 0.199799, 1.523543, 
20, 0.233421, 1.681080, 
20, 0.270178, 1.837868, 
20, 0.309963, 1.989207, 
20, 0.352572, 2.130462, 
20, 0.397807, 2.261741, 
20, 0.445470, 2.383175, 
20, 0.495369, 2.494919, 
20, 0.547311, 2.597147, 
20, 0.601112, 2.690046, 
20, 0.656589, 2.773815, 
20, 0.713562, 2.848652, 
20, 0.771857, 2.914754, 
20, 0.831303, 2.972307, 
20, 0.891732, 3.021478, 
20, 0.952981, 3.062411, 
20, 1.014885, 3.095216, 
20, 1.077284, 3.119970, 
20, 1.140019, 3.136707, 
20, 1.202927, 3.145420, 
20, 1.265941, 3.150695, 
20, 1.329083, 3.157125, 
20, 1.392377, 3.164681, 
20, 1.455844, 3.173324, 
20, 1.519504, 3.183010, 
20, 1.583377, 3.193687, 
20, 1.647483, 3.205299, 
20, 1.711839, 3.217787, 
20, 1.776461, 3.231088, 
20, 1.841364, 3.245135, 
20, 1.906561, 3.259861, 
20, 1.972065, 3.275200, 
20, 2.037887, 3.291084, 
20, 2.104035, 3.307447, 
20, 2.170520, 3.324224, 
20, 2.237347, 3.341353, 
20, 2.304522, 3.358775, 
20, 2.372051, 3.376434, 
20, 2.439937, 3.394276, 
20, 2.508182, 3.412253, 
20, 2.576788, 3.430318, 
20, 2.645757, 3.448430, 
20, 2.715088, 3.466550, 
20, 2.784781, 3.484646, 
20, 2.854834, 3.502686, 
20, 2.925247, 3.520644, 
20, 2.996017, 3.538497, 
20, 3.067142, 3.556223, 
20, 3.138618, 3.573807, 
20, 3.210442, 3.591235, 
20, 3.282612, 3.608494, 
20, 3.355124, 3.625576, 
20, 3.427973, 3.642475, 
20, 3.501157, 3.659186, 
20, 3.574671, 3.675706, 
20, 3.648512, 3.692036, 
20, 3.722675, 3.708175, 
20, 3.797158, 3.724126, 
20, 3.871956, 3.739894, 
20, 3.947065, 3.755481, 
20, 4.022483, 3.770895, 
20, 4.098206, 3.786142, 
20, 4.174231, 3.801229, 
20, 4.250554, 3.816164, 
20, 4.327173, 3.830957, 
20, 4.404086, 3.845616, 
20, 4.481289, 3.860152, 
20, 4.558780, 3.874575, 
20, 4.636558, 3.888895, 
20, 4.714620, 3.903122, 
20, 4.792966, 3.917269, 
20, 4.871593, 3.931347, 
20, 4.950500, 3.945366, 
20, 5.029687, 3.959339, 
20, 5.109152, 3.973278, 
20, 5.188896, 3.987194, 
20, 5.268918, 4.001098, 
20, 5.349218, 4.015004, 
20, 5.429797, 4.028922, 
20, 5.510654, 4.042865, 
20, 5.591791, 4.056845, 
20, 5.673208, 4.070872, 
20, 5.754908, 4.084960, 
20, 5.836890, 4.099118, 
20, 5.919157, 4.113359, 
20, 6.001711, 4.127694, 
20, 6.084554, 4.142133, 
20, 6.167687, 4.156688, 
20, 6.251115, 4.171367, 
20, 6.334838, 4.186181, 
20, 6.418861, 4.201139, 
20, 6.503186, 4.216250, 
20, 6.587817, 4.231521, 
20, 6.672756, 4.246961, 
20, 6.758007, 4.262575, 
20, 6.843575, 4.278370, 
20, 6.929462, 4.294350, 
20, 7.015672, 4.310518, 
20, 7.102210, 4.326876, 
20, 7.189078, 4.343425, 
20, 7.276281, 4.360164, 
20, 7.363823, 4.377091, 
20, 7.451707, 4.394199, 
20, 7.539937, 4.411484, 
20, 7.628516, 4.428935, 
20, 7.717446, 4.446540, 
20, 7.806732, 4.464285, 
20, 7.896375, 4.482153, 
20, 7.986378, 4.500124, 
20, 8.076741, 4.518172, 
20, 8.167466, 4.536271, 
20, 8.258554, 4.554390, 
20, 8.350004, 4.572494, 
20, 8.441815, 4.590545, 
20, 8.533985, 4.608501, 
20, 8.626511, 4.626314, 
20, 8.719390, 4.643936, 
20, 8.812616, 4.661312, 
20, 8.906184, 4.678387, 
20, 9.000086, 4.695100, 
20, 9.094314, 4.711388, 
20, 9.188858, 4.727187, 
20, 9.283706, 4.742430, 
20, 9.378847, 4.757051, 
20, 9.474267, 4.770982, 
20, 9.569950, 4.784155, 
20, 9.665880, 4.796506, 
20, 9.762039, 4.807972, 
20, 9.858409, 4.818494, 
20, 9.954970, 4.828015, 
20, 10.051699, 4.836488, 
20, 10.148577, 4.843866, 
20, 10.245579, 4.850115, 
20, 10.342660, 4.854062, 
20, 10.439631, 4.848538, 
20, 10.536181, 4.827505, 
20, 10.632000, 4.790965, 
20, 10.726780, 4.738958, 
20, 10.820211, 4.671565, 
20, 10.911989, 4.588904, 
20, 11.001811, 4.491122, 
20, 11.089379, 4.378389, 
20, 11.174397, 4.250893, 
20, 11.256574, 4.108831, 
20, 11.335622, 3.952402, 
20, 11.411258, 3.781803, 
20, 11.483202, 3.597219, 
20, 11.551179, 3.398820, 
20, 11.614914, 3.186758, 
20, 11.674137, 2.961161, 
20, 11.728602, 2.723259, 
20, 11.778206, 2.480171, 
20, 11.822962, 2.237826, 
20, 11.862908, 1.997313, 
20, 11.898221, 1.765613, 
20, 11.929191, 1.548543, 
20, 11.956111, 1.346004, 
20, 11.979270, 1.157904, 
20, 11.998953, 0.984160, 
20, 12.015447, 0.824699, 
20, 12.029036, 0.679456, 
20, 12.040003, 0.548377, 
20, 12.048632, 0.431418, 
20, 12.055203, 0.328542, 
20, 12.059997, 0.239721, 
20, 12.063296, 0.164933, 
20, 12.065379, 0.104164, 
20, 12.066527, 0.057402, 
20, 12.067020, 0.024642, 
20, 12.067137, 0.005881, 
20, 12.067137, 0.000000, 
